ID,TENURE_QUINTILES,payment_pr1q_mean_diff_days,payment_pr1q_num_payments,FUND_VALUE2,Mode_Month,payment_pr1q_med_diff_days,payment_pr1q_sd_diff_days,payment_pr1q_num_past_due,payment_pr1q_num_past_due_30d,Mode_Annual,COMMENCEMENT_MONTH,payment_pr1q_sd_pay_amt,ABC_ANNUAL_PREMIUM2,Mode_Quarter,age,payment_pr1q_sd_pay_date,NO_OF_CHILDREN2,TERM,Mode_Half,lapse_var
158736,0,-54.16790213,4.575025536,-3521368.046,0,139.1264383,18.75086685,1.603112279,0,0,9,1729.72727,18234.36434,0,39.78777137,11.90925415,0,21.76105766,0,1
158746,0,58.67161988,4.151614954,-2452930.964,1,36.32914699,-31.63731222,1.7045228,0,0,6,4571.098993,25055.50287,0,27.22208236,-0.932845587,0,21.93618044,0,1
158763,0,-35.87468589,2.163331151,7368081.134,0,-7.667614142,66.66060382,0.754062133,0,0,3,-9639.248805,64589.28758,0,53.52881828,1.523450957,0,11.85511237,1,1
158775,0,37.13549168,3.469498952,-5839954.022,1,29.52106047,17.31277071,3.518588179,0,0,2,-13841.98864,28810.84634,0,27.59376045,-0.421763691,0,19.12171213,0,1
158832,1,-50.52457099,4.913335504,-1.32E+07,1,51.61360785,14.1213934,2.293156094,NA,0,4,-4810.841375,-50830.23099,0,34.32020705,4.209297133,1,13.51280183,0,1
158833,0,105.7507652,2.996095029,1516013.251,1,94.00465568,-17.21895376,5.14123332,NA,0,1,-4336.199066,106454.3947,0,44.05920374,5.634836827,0,21.11730041,0,1
158848,0,-41.67787495,1.229792428,4553796.017,1,12.61757946,25.12593039,1.569664959,0,0,5,472.9311869,52223.77009,0,55.13632277,10.99632817,0,24.94992441,0,1
158900,3,65.39257466,5.036368462,-5147393.799,1,58.66316308,-6.23397428,4.8748395,1,0,10,8767.600094,49489.09752,0,48.12441934,4.405635541,1,20.88216649,0,1
158910,1,-16.41901403,4.840145708,-1089485.41,1,58.80284515,-22.32775875,3.14779301,0,0,5,2978.008181,145955.5328,0,35.56189013,1.688935403,0,26.55549038,0,1
158954,1,36.75368174,2.835720962,1.38E+07,1,-23.19850921,38.18887943,3.697238666,1,0,4,876.7677623,-100436.7841,0,60.023735,10.20475503,0,25.56324219,0,1
158975,0,-19.06137442,3.661454557,-574861.2676,1,114.5024086,-12.90142805,1.533320128,1,0,9,562.2296489,36335.06633,0,42.44093004,7.58177197,0,20.39801238,0,1
158990,0,-37.68575175,7.737815453,-1.06E+07,1,-95.29329924,29.89181214,1.389665559,NA,0,6,-5171.946397,25911.86598,0,19.70280141,13.86669876,0,5.896877115,0,1
159000,1,3.535968381,5.146354986,2.45E+07,1,-5.230354686,107.7612022,2.514248913,1,0,6,441.561165,-33513.44787,0,26.39586706,1.590434482,0,22.30653636,0,1
159014,0,-20.78502054,2.747269745,-1790900.139,1,89.96847108,0.211512722,2.400845396,NA,0,4,1763.32968,23676.63453,0,49.19358314,-3.889043951,2,10.29477948,0,1
159055,1,48.95137971,4.569146921,3507543.043,1,42.14108459,54.00627214,0.780566045,0,0,9,4127.368754,77371.81226,0,22.44547863,-4.819692672,2,16.95909818,0,1
159082,2,57.17953731,3.764868992,2.91E+07,1,18.08735732,-74.61022085,3.710315712,1,0,7,-7193.045951,44376.55688,0,36.95641628,6.937144639,0,22.94314994,0,1
159093,3,5.681828451,2.952218619,2566636.18,1,79.75021382,3.25753907,5.449284944,1,0,12,9180.360738,-2921.072851,0,54.99955903,2.463230966,0,17.90241805,0,1
159097,0,54.59854832,4.670173498,3.38E+07,0,72.88247625,18.26565783,3.311246152,1,0,10,10785.0413,126071.1304,0,45.39556369,1.48784114,0,13.93339389,0,1
159126,0,140.1265813,1.964469814,1129564.966,0,73.48206774,-11.13995062,3.027949096,0,1,2,4306.133072,90625.67654,0,52.00930212,3.009061587,0,5.321945725,0,1
159134,0,-15.74377279,3.796444594,8329680.355,1,2.305816255,32.9123867,4.094213676,0,1,12,3822.778189,18113.30085,0,18.18178033,-8.046846,0,13.7395333,0,1
159150,1,34.92099705,2.191374868,7794210.08,1,64.54579817,45.64677421,2.415104043,1,1,3,-7059.464055,-81367.1107,0,30.31659238,-0.019225564,1,17.17896336,0,1
159163,2,28.95930098,2.285212051,2.26E+07,1,-25.94306163,51.83500279,2.025487511,1,1,6,-5199.689699,65984.02453,0,42.66065204,4.274393419,0,16.99638281,0,1
159183,0,41.53746302,4.847387264,-6742927.258,1,51.88181031,-41.69195757,3.116665131,0,0,10,5147.070554,-156676.7846,0,34.29666056,4.284044698,0,28.38977193,0,1
159225,1,-106.8672762,4.976430995,-1.87E+07,1,40.04294283,32.92669239,1.784485548,0,0,12,-1820.573797,106606.8011,0,47.77914983,2.48634751,0,19.43732746,0,1
159254,0,14.78777362,3.406531527,3.07E+07,0,88.13213415,2.963159527,2.957769641,0,0,1,555.0842894,55248.41765,0,43.99689571,7.47550944,1,12.46443976,0,1
159274,0,51.01434144,4.030588219,7107060.466,1,70.27419929,61.61214913,1.809966299,0,0,12,11130.044,-60363.49785,0,57.66117737,8.415503778,0,23.64837591,0,1
159283,0,-24.29645236,0.688660812,6361096.747,1,74.50967452,28.25517695,2.258123255,0,0,10,-14801.81622,-91148.54561,0,44.2195172,9.243174272,0,13.09192976,0,1
159298,0,63.0747284,0.690024704,1.85E+07,1,5.724274132,7.315265704,1.555820625,NA,0,8,8717.669805,65012.61273,0,34.8340965,0.100704719,0,20.93461302,0,1
159367,0,7.532645792,2.641739474,1.55E+07,1,49.49127487,34.5863234,1.212914576,1,1,2,7477.28906,98470.04241,1,45.98844079,10.30344983,0,7.495756817,0,1
159372,2,13.92488244,2.637382483,2.71E+07,1,-65.49671463,-31.56181953,2.627732929,0,1,8,-4983.36492,-21365.13286,0,24.72807895,7.986126756,0,19.75453059,0,1
159434,1,-5.608837898,1.348762299,-5884524.837,1,-1.350145587,80.2677092,-0.007313907,0,0,10,1446.954229,53227.29726,0,27.19424969,8.660007863,0,22.23246469,0,1
159477,2,23.48932466,2.825300471,9024200.054,0,-28.7569252,3.722446575,3.733981786,0,1,10,8812.953453,53505.33585,0,40.25881155,9.842376656,0,14.57812216,0,1
159481,2,34.74799938,4.497756152,7824544.179,1,18.26879587,30.1709734,1.867661591,0,0,12,8026.160179,124005.2658,0,49.30944308,-0.027348457,NA,18.48058941,0,1
159507,1,87.79781812,3.135743727,1.10E+07,0,66.87642932,9.599029295,-0.447754814,NA,1,6,11479.0356,-68280.90086,0,62.4623733,-2.777901481,0,17.06787338,0,1
159567,0,51.09116213,5.27879676,1.14E+07,1,-9.30585891,34.3258913,0.815176031,0,0,4,-2810.438475,-47770.92861,0,50.44753138,1.413930987,0,16.96503583,0,1
159579,1,-10.67567686,3.461473164,-2.12E+07,1,105.8513081,34.74883463,2.300261856,0,0,11,3813.336347,-2791.76161,0,32.80024287,5.568598733,0,10.79420389,0,1
159626,0,52.33243866,0.987517496,-3781122.001,1,33.63123884,3.957266958,3.927171803,0,0,9,6751.93881,16829.49032,0,35.82939178,1.153366392,0,18.03449667,0,1
159677,1,69.37612069,1.489969788,-1.01E+07,0,92.50007434,-8.417120297,-1.445441559,1,0,10,204.9089055,123825.9336,0,51.77461744,9.527460442,0,17.1674905,0,1
159687,0,-0.558098069,1.329954678,1.45E+07,0,59.41227054,19.2461058,2.818399367,1,1,4,5528.084393,128138.3777,0,49.9827727,4.97921773,NA,17.68776042,0,1
159729,1,99.62476994,1.66017359,1.09E+07,0,55.97754964,52.04507769,-0.830734792,1,0,4,-8910.741776,17524.48863,0,39.78491045,6.155440737,0,24.80134893,0,1
159732,0,-44.64171896,3.378568177,1.05E+07,1,6.943970433,-7.011375544,3.961575565,1,0,9,15841.97689,-27821.51517,0,43.57653213,11.017203,0,23.34685354,0,1
159808,1,16.51960511,4.447083499,5305324.549,1,33.22780281,-17.00254242,2.709411619,1,0,9,-13344.66165,104298.2782,0,34.00518965,-2.798720994,1,21.78372979,0,1
159851,0,-61.89773411,2.828949229,-2443502.332,1,23.28710724,10.40951315,0.825059325,0,0,7,-3281.272326,10996.43956,0,37.02762754,0.730117252,0,21.82012947,0,1
159876,1,-10.62755422,3.099436062,-969585.9861,1,5.301337945,80.88038143,-1.332063247,NA,0,11,-14859.20813,98266.01364,0,51.69539741,3.268023107,0,22.24374757,0,1
159900,1,54.22601705,2.13980894,1.67E+07,0,-43.42049267,42.4825958,5.227903029,1,0,8,-7525.475652,63453.61371,0,49.75091237,3.950778682,NA,19.38983051,0,1
159933,1,86.03707511,5.042456928,1854189.133,0,2.71347155,20.53537647,-1.110018935,0,0,10,-2620.612656,106532.0343,0,41.53537228,7.665652369,0,13.1841661,0,1
159941,1,-35.55551983,1.138800108,-1.62E+07,0,39.59050289,-39.20089037,3.536221742,0,0,12,941.1991812,101346.5974,0,31.44554254,8.055455415,0,18.39832474,0,1
159963,3,64.95729036,4.249066602,1.84E+07,0,-13.70322426,-27.02418829,1.110290231,0,0,6,-1696.59649,-12585.81429,0,60.74915763,5.309495628,0,17.67485579,0,1
159965,2,12.62940894,5.096097756,2015354.075,1,27.66241607,65.0760912,1.000457175,0,0,7,-5373.886338,30076.33508,0,37.14936802,-1.871835932,2,20.30663018,0,1
159966,1,-21.54649053,2.658721851,7071941.85,0,86.5485533,70.92776838,2.912009305,NA,0,9,2310.634912,45926.60482,0,37.03411863,14.00829268,0,20.61769693,1,1
159971,0,30.34711396,1.241013781,-1.15E+07,1,48.49387626,39.45893242,3.426299251,0,0,9,4235.976076,92329.99531,0,61.27645368,-3.343907487,0,15.2774004,0,1
159984,2,-4.754589683,3.542462626,1.02E+07,1,53.76446508,38.13438261,2.974258452,1,0,11,3191.424521,101816.2854,0,46.49571402,10.23048395,0,25.70312075,0,1
159994,1,50.14103694,6.615412577,1.98E+07,1,56.11328783,6.226689069,2.647168349,0,0,5,2735.60929,185087.4858,0,37.25162437,2.617321675,0,27.1137739,0,1
160011,2,-36.81933858,4.648448678,788996.0097,1,-24.20236332,38.3114605,4.420079,0,0,8,3041.433434,-5792.255858,0,44.83063108,5.625008882,NA,17.16460021,0,1
160022,0,-7.350727701,4.107518715,-1367743.984,1,23.03920426,32.82899357,-0.357094556,1,0,2,-12434.06601,8652.331383,0,50.0833429,3.973104852,0,12.99003074,0,1
160032,1,-58.89689458,2.696679277,-1.36E+07,1,24.27828151,-64.08439912,3.836111868,0,0,5,352.8494629,171333.8365,0,46.85833934,5.45725369,0,21.48885009,0,1
160041,0,-51.58087193,1.64320631,-2860766.54,1,-1.415288514,48.40881998,1.150700195,1,0,8,-5229.397451,56886.97117,0,46.5894141,-9.177295704,0,25.98128085,0,1
160060,2,62.06398988,2.00211015,1.00E+07,1,39.42813424,-13.880957,2.514971079,1,0,9,-3848.963053,112673.1161,0,53.71563682,1.771607642,NA,16.2243005,0,1
160101,1,25.89395879,4.914943932,8999261.646,1,39.99575868,42.74403933,1.416592419,0,0,4,-7971.712748,175821.0952,0,34.20607432,-3.44986002,0,20.41848881,0,1
160104,2,82.85131105,2.535303276,-2053394.148,1,-98.51652001,8.761179756,4.616450414,0,0,1,181.106893,16508.90611,0,37.97411699,5.775469963,0,21.24618629,0,1
160118,0,9.135599524,4.706763602,-1.18E+07,0,47.74146111,58.00005936,3.59483593,NA,0,9,-19849.05417,96171.41306,1,61.45717128,14.08813513,0,18.66737686,0,1
160125,1,2.005282913,4.905474648,8622927.288,1,-40.16172409,-44.56467405,3.020094937,NA,0,7,12864.42168,46748.36427,1,44.83769115,4.445302889,0,21.593684,0,1
160156,1,52.82321473,2.631393383,8109978.035,1,6.797653935,82.8022466,-0.111262684,0,0,10,-1708.639197,-60525.08348,0,34.22079629,2.394033162,NA,23.65663377,0,1
160209,0,-0.811760208,1.046821814,1.84E+07,0,-14.15379505,65.63871717,2.728861709,0,0,12,-16789.07828,-12814.70602,0,38.3249455,9.203688347,3,13.37352128,0,1
160228,0,-22.15912293,3.707667994,1.81E+07,1,96.24039045,-9.444793503,4.321228613,0,0,4,10346.67274,436.0142392,0,24.0562733,2.145507745,1,16.02055841,0,1
160241,0,37.21410539,2.14022386,-1.28E+07,1,57.06200258,9.789486532,2.442922381,0,0,5,2760.238148,81574.12413,0,50.29679203,-2.530994966,0,14.0639686,0,1
160246,1,63.00049964,1.991867755,-1.06E+07,1,-36.85211308,64.94711952,3.436119739,0,0,1,10149.35161,-35039.5766,0,69.78756841,2.39199558,0,6.658266917,0,1
160277,2,19.12099135,1.925565129,3214618.914,1,97.40200593,9.684204242,1.884877937,1,0,5,2028.749377,79201.65755,0,25.83242551,-2.550971974,0,19.73556654,0,1
160306,0,-31.85662051,4.320172208,1.95E+07,1,-15.30366304,-39.04175451,3.441586074,0,0,7,-6437.806552,-103203.6534,0,50.5851,0.311677986,0,24.61131762,0,1
160311,0,-30.73476167,1.210510082,1.48E+07,1,-34.03440931,34.33447626,2.943847192,0,0,7,10618.45255,77594.79418,0,47.53638144,7.063646391,0,21.78951832,0,1
160346,1,-5.201095175,4.127199624,-962017.9169,1,70.7607243,39.14791406,1.051251519,0,0,11,5408.653126,-12690.98171,0,32.30990867,0.732937709,0,13.51147142,0,1
160350,2,-23.41503295,3.186616548,6646864.276,1,86.63990813,4.818551739,3.901767784,NA,0,12,14202.81947,85869.75136,0,48.7446546,9.763813466,0,21.3573534,0,1
160364,1,-44.03361256,1.866650912,1.44E+07,1,81.94006469,19.64683192,0.838803551,0,0,7,1129.104961,102534.3989,1,41.37961949,11.70697636,0,15.51705878,0,1
160368,0,-52.50035728,5.863462936,1.71E+07,1,-52.83041929,28.83574423,-0.111818857,0,0,11,5392.941047,20365.99214,0,26.04412199,-0.666814354,0,16.877062,0,1
160401,0,19.71489074,3.521674614,645559.8639,1,32.16135834,1.128505993,1.598826292,0,0,7,12184.57825,38416.80131,0,58.02651828,7.615764124,0,15.0077654,0,1
160433,0,66.4135005,3.431669845,1926697.786,1,43.28336055,19.37836195,1.941182314,0,0,10,7272.811687,73485.15372,0,25.54348474,-2.861693208,2,24.05227231,0,1
160437,3,15.49050813,1.879041235,1.30E+07,1,58.76144476,49.10812977,2.204272586,0,0,7,5194.568912,-115017.4231,0,53.72417519,0.148689375,0,14.09167679,0,1
160455,0,-30.00413891,2.878623467,920561.5129,0,16.0129962,43.43597793,0.169857587,1,0,3,10917.23876,8457.155294,0,37.09965732,7.345610494,0,23.14341313,0,1
160475,1,-30.15170808,4.420310954,9959805.036,1,10.7684621,-19.67957684,3.875162404,NA,0,2,-610.7905646,65061.79467,0,38.27978162,1.821645541,0,17.80775494,0,1
160479,0,51.08323677,1.623962,1.75E+07,1,61.9280159,34.37852157,1.99016869,0,0,3,-3114.994121,28076.061,0,30.82625065,-6.229511183,0,16.85001666,0,1
160545,1,-10.9542058,4.89294738,1.53E+07,1,15.42216306,42.23885779,1.440646769,1,0,10,7743.05837,18672.32745,0,29.75248405,-0.111248495,0,23.5000268,0,1
160572,1,109.1028759,3.987188589,207565.2685,0,44.96321118,17.65245356,3.317520185,1,0,3,11392.82201,106494.6788,0,42.02200651,10.0792029,0,25.83086331,0,1
160614,0,-40.84712061,2.90658602,1070279.672,0,13.56717189,31.90954862,1.334522194,1,0,6,11946.27677,32388.87166,0,46.35621259,0.215116381,0,25.8505787,0,1
160622,2,14.10711666,4.92249074,-4283951.005,0,21.89137635,-8.126776023,1.810485289,NA,0,5,-2358.707613,113371.3589,0,18.85662928,2.805469196,0,18.19191392,0,1
160636,0,38.44225878,-0.825954393,1.63E+07,0,105.3823674,-37.67795895,1.806198913,1,0,7,-273.1823393,58012.79769,0,28.73005348,4.951162105,NA,15.24491901,0,1
160650,1,35.0341554,3.204752303,-1.08E+07,1,68.35875757,-27.12688436,0.697632775,1,0,6,15943.16507,143348.7159,0,47.87189852,0.035065714,0,17.86275514,0,1
160668,0,76.54192048,5.170311908,4252592.803,1,16.30903634,9.313320574,4.396733539,1,0,12,8726.761633,25875.48273,0,20.67679396,12.72534474,NA,5.962863717,0,1
160669,1,28.03913073,1.221769286,4964355.58,1,-14.61659899,-2.427391809,2.074927575,1,0,9,-8272.861861,136082.4038,0,36.18675537,-2.454806139,NA,19.81110687,0,1
160711,1,50.26488111,0.703877239,2.68E+07,1,15.10916881,12.64956705,2.004100765,0,0,9,5007.373072,27205.1168,0,49.92763773,6.879094492,0,13.62436538,0,1
160712,0,50.99809689,4.013634926,-1.83E+07,1,-1.246439206,11.09304401,4.371782548,1,0,7,13222.74406,122021.7702,0,28.88605639,-2.506730918,NA,8.330783425,0,1
160729,3,26.92652096,2.161533676,7143307.902,1,32.41964483,44.99856114,1.631929593,0,0,6,-10216.14036,-77554.68077,0,38.17154664,4.892614399,NA,15.73119914,0,1
160731,1,-7.840093344,2.595187991,2618924.444,1,-19.08090241,36.13873512,3.851702258,1,0,6,59.80875858,226090.6103,1,37.87040597,9.554721746,0,18.68357626,0,1
160746,2,41.50520891,1.971527195,1231071.84,0,30.96087987,51.10112093,1.668502449,0,0,3,1185.24065,47251.09542,0,48.79980163,5.23473719,0,14.36801293,0,1
160758,2,-81.98051733,0.52382273,1.60E+07,1,51.25432365,38.54361209,3.784573868,NA,0,12,7509.019307,89785.96753,0,22.40679492,2.754771542,0,14.26011759,0,1
160784,1,-46.50100922,3.910802189,-3242516.759,1,46.74275963,-19.07120698,3.541561873,NA,0,2,-3278.609837,53150.20787,0,26.40161136,3.428610159,1,29.31633929,0,1
160816,0,48.82739506,3.813118967,-1322056.765,1,53.93263585,31.76383454,1.189389913,0,0,12,1727.173932,-58433.61437,0,25.62043415,4.559917005,0,18.43099142,0,1
160824,0,-6.726349775,5.189603718,9971511.054,1,-17.18370611,2.559625259,-0.490966945,NA,1,1,5521.218141,99400.1371,0,41.59084265,3.425329354,0,15.27869156,0,1
160833,3,-84.06321452,5.892721602,1.18E+07,1,130.0225057,4.816235749,2.017017557,1,0,10,8842.99017,4942.792986,0,41.77173446,11.04290379,0,24.92768072,0,1
160863,2,-8.046420591,1.86702282,9986398.623,1,38.62177696,-12.53094791,1.638671589,1,0,1,-3410.450663,144111.2398,0,48.41546879,11.05868442,0,16.53426408,1,1
160881,0,-1.773252358,3.55858288,3.18E+07,1,-15.58734437,9.445944715,2.411909998,1,0,4,-5988.215209,18116.58089,0,48.23731049,-2.599586403,2,16.40938916,0,1
160935,1,-1.028319846,0.726188732,-9265279.823,1,30.01093302,30.64522253,2.906104101,NA,0,4,-10793.3891,70989.41535,0,44.10312619,7.745704217,0,22.99174681,0,1
160939,1,68.6701077,-0.175694069,3.10E+07,1,28.09177389,23.40727717,2.243684646,NA,0,1,10541.79477,20744.59321,0,39.42465149,4.227642936,0,20.72386322,0,1
160945,0,15.06877631,4.459211474,4596509.517,1,68.34319616,66.34503562,-1.379134737,0,0,11,-7311.57159,88747.30336,0,40.36458217,7.398806321,2,12.4191647,0,1
160950,1,-11.65807453,2.448269994,-1.57E+07,1,-50.35721225,9.932078536,2.765128779,0,0,10,12398.2468,6125.585201,0,35.47142701,7.343561971,0,15.87957592,0,1
161083,0,90.12583292,2.781529496,1.88E+07,1,-1.319627486,12.4996618,0.402295782,1,0,8,3535.220672,94557.9596,0,46.62349378,-2.675572596,0,14.72179742,0,1
161145,1,99.05832719,4.946946221,3289115.793,1,-30.09895178,61.06125484,1.546233265,0,0,3,1440.665164,-901.8872707,0,43.53474715,-0.327140892,0,15.1759686,0,1
161225,1,57.62322167,2.965688625,2.42E+07,1,-7.107028039,-47.98618203,1.119756781,NA,0,4,-1444.21578,126219.9668,0,54.63171592,5.959299902,0,24.35053865,0,1
161250,1,37.13352788,4.936176935,9658840.879,1,86.82936036,13.92714041,0.255888069,0,0,7,6054.383844,-8921.727967,0,40.17099035,17.84982755,NA,9.17030979,0,1
161256,0,21.70792747,6.194369466,1.90E+07,1,48.34445503,-24.71490954,3.361073338,0,0,3,902.2215593,-98738.12667,0,37.0150972,5.398378835,0,22.73615687,0,1
161275,2,-3.987913004,3.432698659,2.67E+07,0,62.60168839,73.35201418,1.886989686,0,0,12,8148.539742,-73511.38856,0,59.42524186,-7.916068815,0,14.61791186,0,1
161312,0,-10.34887256,2.242762974,1.47E+07,1,-30.7151832,-19.75320237,1.618037252,1,0,8,-11667.21767,170035.3924,0,59.79735881,5.520266499,NA,20.94985983,0,1
161314,1,15.20134496,3.065527829,1.60E+07,1,75.45107082,39.94736935,4.438230471,1,0,10,2462.862727,24204.06723,0,24.59468861,-1.380466041,0,21.71553084,0,1
161319,0,-2.823026335,5.451355999,2.11E+07,0,28.09020064,30.57437501,1.253323678,1,1,4,-2164.108266,96600.39449,0,31.84321521,0.871376424,2,11.54433498,0,1
161347,1,-68.15462697,0.188592245,-5205157.085,1,69.30640876,38.5864548,0.382327882,0,0,12,2906.002923,-3181.591943,0,48.59474496,17.73048726,0,19.31525993,0,1
161352,0,123.5794861,-0.334622549,-4711308.98,0,-17.87050495,58.32641128,0.454402268,0,0,9,5167.278875,74864.5557,0,38.07702471,0.050270876,NA,13.87720265,0,1
161356,0,-44.25778923,2.50815556,-9817434.896,1,-31.4773427,2.269615416,2.445867295,0,0,6,3841.910894,76022.14829,0,43.3944919,9.322517693,0,14.56507345,0,1
161393,1,-4.405466487,2.139768882,2361003.998,0,-3.000824125,19.1160796,1.126038015,0,0,2,804.8275273,112020.4037,0,53.29267572,-0.504001452,0,18.8709652,0,1
161394,1,16.07852332,3.342994237,-4910258.901,1,34.63109305,4.171195182,4.950610807,NA,0,1,3837.327892,64008.4225,0,49.7172849,10.11161988,0,14.5684221,0,1
161453,0,42.31715387,1.424317826,-714948.8468,1,18.15244606,-25.22461562,3.26087852,0,1,4,-4777.385181,54230.54688,0,33.06354645,4.430809432,0,19.98463303,0,1
161472,2,93.26857556,3.346094973,3734069.799,1,-28.65751993,-9.232108452,0.335489049,0,0,5,5825.082544,111507.9761,0,36.47370644,0.395388923,0,19.06750302,0,1
161547,1,80.6537204,4.082352681,6811301.615,1,58.73486681,8.503907264,0.98035857,NA,0,10,5046.115123,66745.2073,0,20.815428,-1.616195828,0,12.86251607,0,1
161572,0,71.25195051,2.191870818,-1.19E+07,1,45.68872521,-42.83021913,1.12554175,0,0,9,-5462.775531,73311.9122,0,42.35761298,-0.071016498,0,22.3641684,0,1
161609,1,91.43711879,3.513470221,1.55E+07,1,37.7569616,4.04198597,2.391117861,0,0,3,-2163.592868,130659.6952,0,66.50393194,10.5112595,2,15.68637845,0,1
161611,1,-51.08221609,4.099449047,1.39E+07,0,65.62678882,-33.10705574,2.545130993,1,0,11,2400.61411,-49027.31508,0,34.12830915,5.597575195,0,25.10811299,0,1
161677,1,39.12244677,5.495763472,9397000.085,1,55.06458658,46.53570864,3.575427009,1,0,5,5054.324934,77134.40098,0,30.90866819,8.076891295,0,13.02500606,1,1
161706,1,30.13868769,0.615459283,-2384251.721,0,71.76594687,22.26491847,1.406894928,1,0,10,16717.05867,19655.122,1,38.40013685,6.26818219,2,26.86432836,0,1
161727,1,53.28518825,1.567486715,-2873953.814,0,67.44876753,29.16569965,1.957126265,NA,0,12,-5207.605896,-106733.2071,0,27.43128871,6.76782261,NA,18.92410275,0,1
161731,1,38.56042702,0.428341229,2.60E+07,1,35.53308526,-3.377173166,0.546931013,1,0,1,5259.845218,-23343.41144,0,36.36751133,5.340731992,NA,14.48604759,0,1
161748,1,64.89475327,2.778157883,6501891.768,0,4.275061112,-3.278969777,3.705020082,0,1,12,15393.22091,56615.75964,0,43.11862669,12.4768512,2,19.58535092,0,1
161750,0,109.691003,2.849707467,-1.61E+07,1,1.148105363,53.20116824,2.66377494,1,0,6,4035.99953,-29287.51665,0,66.39554786,5.388626771,0,22.14323033,0,1
161758,2,57.36298045,3.837988454,6117251.167,1,-32.8707355,18.22393355,0.7158404,1,0,11,2236.573626,69706.96382,0,22.74442572,4.539189371,0,19.3077724,0,1
161760,2,77.52614082,1.350577567,6108822.267,1,-4.649371511,-37.53263786,0.180170241,0,0,12,6188.287212,62661.50039,0,37.91448427,9.738531035,0,22.38294392,0,1
161793,3,-51.66060295,2.868505028,1.15E+07,1,-11.24211205,9.977072207,1.332759914,0,0,9,11155.97792,74611.04338,1,46.74643472,10.70486505,2,9.044724749,0,1
161803,1,33.17289561,3.738310059,1.54E+07,0,-29.45492601,106.5101093,0.448855095,0,0,3,7035.361811,-127047.1564,0,40.52978297,8.071142469,0,21.66420683,0,1
161805,1,-27.67663421,2.778365164,2.27E+07,1,11.79566153,83.1454251,5.065191532,0,0,9,15511.13742,-17146.57219,0,41.53256749,9.61992236,0,23.66184929,0,1
161807,0,-18.11585635,3.686970026,1.35E+07,0,17.82289113,15.91560552,0.496620001,1,0,10,-5063.830958,-40489.71474,0,39.69475394,0.904332358,0,23.56070883,0,1
161808,0,-37.67154364,1.938208165,-3240465.756,1,1.245523077,-9.658104338,0.70080725,0,0,12,3326.976742,54489.27492,0,36.22389627,5.878582109,0,9.266449779,0,1
161825,0,4.445724248,1.060104568,1036521.087,1,2.178222835,34.8177987,3.908002775,1,0,11,-241.5909553,141908.5184,0,28.01357177,-8.548784126,1,9.770144657,0,1
161830,0,-39.64448531,1.221461319,-9541179.028,0,5.463203057,75.4966607,1.361867884,0,0,1,9101.520929,26116.27389,1,22.09409255,3.204731986,0,23.44592004,0,1
161837,0,16.22663858,5.827621957,1.22E+07,0,39.91194978,20.00051876,0.624316327,1,0,2,6352.990303,50353.05778,0,46.26030176,-3.768219644,NA,18.21435921,0,1
161846,1,-16.99142711,3.114466326,-5443158.08,1,63.90663091,73.10981146,1.77413527,0,1,2,4026.12453,34001.82835,0,74.00058323,8.35363253,0,8.546060679,0,1
161848,0,41.5600957,-0.342510092,9730682.254,1,10.50628881,20.99972361,2.542911549,0,0,11,-6429.987637,-32509.66417,0,30.22040442,7.012917099,0,25.54599098,0,1
161853,0,8.538647364,5.031655183,-1.66E+07,1,-14.27220829,-40.38826187,2.983657345,NA,0,4,9070.630087,90397.91072,0,31.75912214,3.188530003,3,15.06085753,0,1
161856,1,52.05969899,1.549785132,-2318184.205,1,113.2666439,-8.528435794,2.03012138,0,0,9,2846.655074,36509.76547,0,45.54527341,9.172869172,0,17.70098693,0,1
161866,0,33.60285377,7.284324003,-4052072.245,0,-28.79286006,-55.77174819,0.947042761,1,0,9,13956.4657,-110865.9867,0,35.88088115,1.343320588,1,18.78298694,0,1
161868,2,58.59678426,1.905364878,2713100.263,0,45.63458674,37.6979683,2.356829876,0,0,1,6565.813161,16529.82087,0,36.81957504,6.781348017,0,23.49652473,0,1
161869,0,67.44657179,9.049520067,2.06E+07,0,-4.391639716,-28.31012478,4.125633222,1,0,12,1524.560422,117781.7401,0,63.05618471,1.362583583,2,5.296300838,0,1
161874,3,69.3495654,0.944442522,-1.09E+07,1,22.00488805,63.83905547,3.075472267,0,0,6,2333.799224,141090.4833,0,48.00848999,2.007231664,0,20.00781723,0,1
161875,2,45.6957487,4.917456059,1.11E+07,0,-66.8495353,-78.46567808,2.944062911,NA,0,8,-190.459704,-19531.78695,0,40.42361533,-0.55262529,0,10.84945643,0,1
161877,1,30.72854343,1.803075578,-5419762.793,0,-1.04459882,128.6413224,2.940220539,1,0,3,-3662.054702,134543.921,0,34.92293547,8.437162488,2,27.47962052,0,1
161878,0,-84.83843409,0.556402255,1.81E+07,0,18.48275728,25.49595537,2.590575205,0,0,1,-2703.529128,125467.5755,0,33.90585518,0.002522187,NA,13.21408608,0,1
161880,0,-37.31374018,1.236150785,892535.1977,0,-46.37378796,-24.60775784,3.048180562,0,1,6,40.91624172,13404.85677,0,50.81070124,6.179820924,1,16.90230682,0,1
161888,1,-27.86022314,1.14616161,8497187.805,1,-12.72673235,37.26596496,2.969674858,NA,0,5,-7458.19841,5861.340876,0,38.37239682,-1.93650644,0,20.19223432,0,1
